Date,S&P Index,CPI,Monthly Bond Returns,Monthly Bond Returns Index
2022.01,4573.82,281.15,0.99,1109.18
2022.02,4435.98,283.72,0.98,1091.15
2022.03,4391.27,287.50,0.95,1034.43
2022.04,4391.30,289.11,0.99,1023.44
2022.05,4040.36,292.30,0.98,1005.01
2022.06,3898.95,296.31,1.02,1028.40
2022.07,3911.73,296.28,1.00,1030.89
2022.08,4158.56,296.17,0.95,979.94
2022.09,3850.52,296.81,0.97,945.93
2022.1,3726.05,298.01,1.01,956.06
2022.11,3917.49,297.71,1.03,980.64
2022.12,3912.38,296.80,1.02,999.25
,,,,
