Date,Real Total Stock Return,Real Total Bonds Return
1936.05,-0.050104542,0.001996881
1936.06,0.038257767,-0.005261872
1936.07,0.054813875,-0.005207542
1936.08,0.015774957,-0.005153957
1936.09,0.014545264,0.002005318
1936.1,0.055694013,0.002007427
1936.11,0.031198604,0.002009536
1936.12,-0.013824885,0.002011646
1937.01,0.027294849,-0.005092726
1937.02,0.033068031,0.003103729
1937.03,-0.004712010,-0.003968244
1937.04,-0.062708988,-0.003926707
1937.05,-0.047373073,-0.003885857
1937.06,-0.033230769,0.003072059
1937.07,0.056477645,-0.003853542
1937.08,0.014249311,0.003056226
1937.09,-0.143649790,-0.003821885
1937.1,-0.140918580,0.003040393
1937.11,-0.076259875,0.009949943
1937.12,-0.003244874,0.009990011
1938.01,0.046854628,0.017143642
1938.02,-0.011112432,0.010710476
1938.03,-0.060235507,0.003580071
1938.04,-0.041339369,-0.003500028
1938.05,0.022649456,0.010672034
1938.06,0.029225117,0.003541904
1938.07,0.204646858,0.003529184
1938.08,0.010393975,0.003516465
1938.09,-0.041023558,0.003503748
1938.1,0.123785714,0.010658825
1938.11,0.004338948,0.003478317
1938.12,-0.025822494,0.003465603
1939.01,-0.011601438,0.003452891
1939.02,0.002605918,0.010287923
1939.03,0.002688172,0.003061827
1939.04,-0.116028623,0.010320567
1939.05,0.040986973,0.003042321
1939.06,0.021742357,0.003032569
1939.07,0.028433946,0.003022818
1939.08,-0.010603473,0.003013067
1939.09,0.086999275,-0.018337180
1939.1,0.021207629,0.010157807
1939.11,-0.013953488,0.002983818
1939.12,-0.019600105,0.002974069
1940.01,0.005724117,0.010179891
1940.02,-0.009385080,-0.003398241
1940.03,-0.001432079,0.003755513
1940.04,0.014243258,0.003739474
1940.05,-0.133365030,0.003723438
1940.06,-0.087410119,-0.003411087
1940.07,0.046170658,0.010860599
1940.08,0.026554329,0.003675347
1940.09,0.047630719,0.003659322
1940.1,0.014659768,0.003643301
1940.11,0.028502641,0.003627282
1940.12,-0.042736202,-0.003506544
1941.01,0.007228023,0.003595253
1941.02,-0.057214321,-0.002196457
1941.03,0.004671100,-0.009180299
1941.04,-0.032247878,-0.009088234
1941.05,-0.022682701,-0.008996869
1941.06,0.019845478,-0.022390460
1941.07,0.057149360,-0.001980433
1941.08,-0.012648213,-0.015334109
1941.09,-0.004707976,-0.015114120
1941.1,-0.046938653,-0.014898778
1941.11,-0.047033330,-0.008289771
1941.12,-0.064859251,-0.008205177
1942.01,0.013025854,-0.014438837
1942.02,-0.031025609,-0.004364887
1942.03,-0.059591763,-0.010547282
1942.04,-0.040633368,-0.004245334
1942.05,0.006103016,-0.010315388
1942.06,0.057377049,0.001979528
1942.07,0.037320216,-0.004129410
1942.08,-0.005741056,-0.004091689
1942.09,0.016492045,0.001981620
1942.1,0.066659883,-0.010017471
1942.11,0.015379113,-0.003981170
1942.12,0.004492543,-0.003945186
1943.01,0.065038515,0.001984409
1943.02,0.064337628,0.001985107
1943.03,0.022004463,-0.015490693
1943.04,0.025935617,-0.009530585
1943.05,0.037669830,-0.003738442
1943.06,0.021797028,0.001987896
1943.07,0.030636826,0.007747149
1943.08,-0.039848507,0.007781136
1943.09,0.019659676,-0.003768575
1943.1,-0.004981005,0.001990686
1943.11,-0.042040776,0.001991383
1943.12,0.017725802,0.001992080
1944.01,0.036682150,0.001992778
1944.02,-0.002414437,0.002872161
1944.03,0.032427074,0.002864876
1944.04,-0.018702088,-0.002873024
1944.05,0.022054016,0.002850306
1944.06,0.045472154,-0.002854951
1944.07,0.024390943,-0.002830002
1944.08,-0.010534186,0.002828453
1944.09,-0.012230029,0.002821169
1944.1,0.028835979,0.002813885
1944.11,-0.002840176,0.002806601
1944.12,0.020236989,-0.002834386
1945.01,0.033863441,0.002792035
1945.02,0.037352774,0.003300420
1945.03,0.003168341,0.003288874
1945.04,0.029014118,0.003277329
1945.05,0.035789269,-0.002339051
1945.06,0.010582173,-0.007831439
1945.07,-0.016935426,0.003242701
1945.08,0.007085403,0.003231160
1945.09,0.071813891,0.003219620
1945.1,0.045138889,0.003208081
1945.11,0.036060606,0.003196543
1945.12,0.014640729,-0.002327000
1946.01,0.043021095,0.003173470
1946.02,0.011445913,0.006912269
1946.03,-0.037384468,-0.009560030
1946.04,0.061890796,-0.004053996
1946.05,-0.000252986,-0.004020328
1946.06,-0.014045774,-0.009313248
1946.07,-0.079601558,-0.054232245
1946.08,-0.035701159,-0.018424384
1946.09,-0.152599147,-0.008408043
1946.1,-0.037555647,-0.017843988
1946.11,-0.023566132,-0.022089224
1946.12,0.024361613,-0.007893038
1947.01,0.009216419,0.001426793
1947.02,0.042716782,0.000469943
1947.03,-0.054303219,-0.017789478
1947.04,-0.032908240,0.000498468
1947.05,-0.013546421,0.000512729
1947.06,0.034560036,-0.004020862
1947.07,0.057379819,-0.008472638
1947.08,-0.028662016,-0.012785236
1947.09,-0.042884161,-0.021181756
1947.1,0.030360043,0.000584016
1947.11,-0.011507432,-0.003733324
1947.12,-0.023810723,-0.012215843
1948.01,-0.021179864,-0.012039387
1948.02,-0.036334723,0.011523244
1948.03,0.023563628,0.007264884
1948.04,0.063693659,-0.013886522
1948.05,0.048893749,-0.001234906
1948.06,0.037192597,-0.005370207
1948.07,-0.031591799,-0.009386761
1948.08,-0.028831331,-0.001157623
1948.09,-0.006744040,0.002927463
1948.1,0.036219739,0.007029256
1948.11,-0.043062156,0.011198919
1948.12,0.002671722,0.007063293
1949.01,0.020619988,0.007072067
1949.02,-0.025060547,0.010270127
1949.03,0.015007899,0.001851907
1949.04,0.000008729,-0.002339248
1949.05,0.002440731,0.006062769
1949.06,-0.053031633,-0.002337859
1949.07,0.071641717,0.010309166
1949.08,0.037364859,-0.002354083
1949.09,0.014486091,-0.002335775
1949.1,0.040302892,0.010311276
1949.11,0.015364754,-0.002351999
1949.12,0.041339204,0.010348507
1950.01,0.030717710,0.006122110
1950.02,0.025276461,0.000091221
1950.03,0.009504353,-0.004127333
1950.04,0.033909702,0.000129622
1950.05,0.034806185,-0.004071219
1950.06,0.017399151,-0.004034374
1950.07,-0.078656749,-0.012263259
1950.08,0.057805107,-0.008025758
1950.09,0.037014779,-0.003873706
1950.1,0.038901734,-0.007887308
1950.11,-0.000108343,-0.003785706
1950.12,-0.009882501,-0.011720273
1951.01,0.063185945,-0.015450491
1951.02,0.030976227,-0.010348462
1951.03,-0.014893704,-0.002532869
1951.04,0.019314725,0.001356315
1951.05,0.002450717,-0.002501967
1951.06,-0.011399909,0.001372294
1951.07,0.023614346,0.001380283
1951.08,0.049602257,0.001388272
1951.09,0.023406408,-0.006277274
1951.1,-0.003663597,-0.002417905
1951.11,-0.030068618,-0.006174220
1951.12,0.032087934,-0.002358720
1952.01,0.038350171,0.001428212
1952.02,-0.005805624,0.008759787
1952.03,0.007508772,0.001157570
1952.04,-0.001730742,-0.002623672
1952.05,0.004633530,0.001179697
1952.06,0.028587331,-0.002587319
1952.07,0.025925474,-0.006297817
1952.08,0.008805157,0.001212884
1952.09,-0.011086841,0.001223945
1952.1,-0.016153249,0.001235005
1952.11,0.036628641,0.001246065
1952.12,0.045045945,0.001257125
1953.01,0.013685207,0.005032350
1953.02,-0.003990516,0.008673213
1953.03,0.005775387,0.001082738
1953.04,-0.044718065,-0.002729030
1953.05,0.006255766,-0.020131207
1953.06,-0.034680913,-0.006294384
1953.07,0.019137091,0.018066089
1953.08,0.005237723,-0.002996245
1953.09,-0.041068744,0.009355489
1953.1,0.031368609,0.016898410
1953.11,0.030935510,0.004195950
1953.12,0.018401361,0.010096874
1954.01,0.030261344,0.011820022
1954.02,0.026784924,0.002945423
1954.03,0.025845503,0.010888108
1954.04,0.048381490,0.012831169
1954.05,0.040323378,-0.008853793
1954.06,0.012211393,0.001092446
1954.07,0.044592167,0.009070926
1954.08,0.023960975,-0.003383740
1954.09,0.031249848,0.003933654
1954.1,0.027168336,-0.002418873
1954.11,0.043082323,-0.002366677
1954.12,0.053522361,0.003178645
1955.01,0.021701149,-0.006637257
1955.02,0.037063038,-0.001309907
1955.03,-0.004349008,-0.000401609
1955.04,0.038089795,-0.003836243
1955.05,-0.000779771,0.001424997
1955.06,0.061458333,0.000568312
1955.07,0.072459479,-0.011715766
1955.08,-0.002960627,-0.003589748
1955.09,0.044300387,-0.001251673
1955.1,-0.047235998,0.010230613
1955.11,0.070674681,0.001538675
1955.12,0.016161683,0.000116975
1956.01,-0.023822643,0.007632163
1956.02,0.009550774,0.007596918
1956.03,0.072117188,-0.007934932
1956.04,0.011095876,-0.019880957
1956.05,-0.031943036,0.008295695
1956.06,-0.009912409,0.001140351
1956.07,0.049793591,-0.014125308
1956.08,0.000828191,-0.012362383
1956.09,-0.034402458,-0.005077334
1956.1,-0.013196778,0.002530491
1956.11,-0.007184743,-0.009775274
1956.12,0.014340336,-0.009028371
1957.01,-0.018632160,0.013891159
1957.02,-0.043429643,0.009344372
1957.03,0.012543519,-0.006685423
1957.04,0.022761308,-0.006595171
1957.05,0.037881917,-0.010641203
1957.06,0.015913564,-0.017013876
1957.07,0.016007327,-0.014509667
1957.08,-0.052033945,0.003275000
1957.09,-0.037376382,0.004095549
1957.1,-0.058947249,-0.000826526
1957.11,-0.021441960,0.020409016
1957.12,0.003201157,0.046366501
1958.01,0.016117509,0.005829994
1958.02,0.007005249,0.005994241
1958.03,0.017063624,0.001541445
1958.04,0.005447101,0.007602063
1958.05,0.035552137,-0.001040394
1958.06,0.027326468,-0.001856963
1958.07,0.027153471,-0.020436061
1958.08,0.044143484,-0.022361537
1958.09,0.029437456,-0.015237524
1958.1,0.043601358,-0.000167309
1958.11,0.029710345,0.004655229
1958.12,0.025169990,-0.003320714
1959.01,0.038962260,-0.013265384
1959.02,-0.009223873,0.011752925
1959.03,0.028071937,0.000846372
1959.04,0.015859130,-0.010666561
1959.05,0.017663938,-0.011877018
1959.06,-0.009468650,-0.002262874
1959.07,0.038715989,-0.004618639
1959.08,-0.003175803,0.001262628
1959.09,-0.040309619,-0.019470348
1959.1,-0.001630207,0.012409497
1959.11,0.006700775,0.003775000
1959.12,0.034640923,-0.008893754
1960.01,-0.011443594,0.004954429
1960.02,-0.039318569,0.018836032
1960.03,-0.010726664,0.023134908
1960.04,0.012404216,-0.002272750
1960.05,-0.006240400,-0.002063552
1960.06,0.036372783,0.016415738
1960.07,-0.021961229,0.023991218
1960.08,0.014908668,0.011501606
1960.09,-0.027207574,0.003166667
1960.1,-0.023338709,-0.010911652
1960.11,0.035408524,-0.000039000
1960.12,0.026906436,0.010687576
1961.01,0.054264481,0.003200000
1961.02,0.043736506,0.008155596
1961.03,0.033966007,0.006459919
1961.04,0.029190060,-0.000187064
1961.05,0.012633551,0.008950498
1961.06,-0.010802005,-0.010883735
1961.07,-0.006935776,-0.006715205
1961.08,0.041871093,-0.003202361
1961.09,-0.008724164,0.004915289
1961.1,0.013455248,0.008239963
1961.11,0.047745098,0.001627098
1961.12,0.011653536,-0.006499243
1962.01,-0.034863547,0.001754420
1962.02,0.015717275,0.003319497
1962.03,0.003417830,0.012388500
1962.04,-0.032655286,0.007340928
1962.05,-0.071842603,0.000732601
1962.06,-0.114118643,-0.000058729
1962.07,0.023793534,-0.008196927
1962.08,0.030240082,0.005796438
1962.09,-0.009193888,0.000016283
1962.1,-0.028539267,0.007417500
1962.11,0.072033307,0.004095549
1962.12,0.046260826,0.008203770
1963.01,0.041475987,0.005688680
1963.02,0.015963892,-0.004193278
1963.03,-0.004349700,-0.000840210
1963.04,0.049802891,0.000000446
1963.05,0.022715884,0.006589000
1963.06,-0.001089014,-0.004894896
1963.07,-0.015432477,-0.002385380
1963.08,0.030315465,0.004984990
1963.09,0.028940077,-0.003182319
1963.1,0.001762473,-0.002289834
1963.11,-0.003039082,0.002612057
1963.12,0.020646554,-0.000623960
1964.01,0.033320604,0.000197439
1964.02,0.014817233,0.005098622
1964.03,0.020728346,-0.002205905
1964.04,0.016948678,0.002707865
1964.05,0.012220968,0.005954785
1964.06,-0.006703979,0.002688225
1964.07,0.036288241,-0.001367005
1964.08,-0.009050308,0.006728737
1964.09,0.016396100,-0.000542319
1964.1,0.019721856,0.004310304
1964.11,0.006153897,0.003512182
1964.12,-0.014883739,0.001026292
1965.01,0.028224422,0.002673029
1965.02,0.009766731,0.001872562
1965.03,0.000166097,0.000302236
1965.04,0.012361227,0.001119796
1965.05,0.017344928,0.002690448
1965.06,-0.051098840,-0.002842985
1965.07,0.001045263,0.004318262
1965.08,0.021202185,-0.000540259
1965.09,0.035977184,0.000315447
1965.1,0.021753550,-0.004401530
1965.11,0.010777984,-0.004381061
1965.12,-0.005236085,-0.012909507
1966.01,0.019822668,0.004644718
1966.02,-0.010509537,-0.019632032
1966.03,-0.041600386,-0.002234135
1966.04,0.026827521,0.007257976
1966.05,-0.050060653,0.001592747
1966.06,-0.008648442,-0.001470420
1966.07,-0.002874202,-0.015408527
1966.08,-0.063438587,-0.017320298
1966.09,-0.032227733,0.007446914
1966.1,-0.011695907,0.011395206
1966.11,0.053153410,-0.007449023
1966.12,0.007151089,0.029463526
1967.01,0.041313169,0.024724593
1967.02,0.037310045,-0.000153267
1967.03,0.023236775,0.007970175
1967.04,0.016843356,-0.003214484
1967.05,0.017502784,-0.019573005
1967.06,-0.012891496,-0.012192037
1967.07,0.016876564,-0.009639810
1967.08,0.015482132,-0.007918828
1967.09,0.013519529,-0.000124721
1967.1,-0.001996099,-0.012270348
1967.11,-0.031690661,-0.018715922
1967.12,0.028075702,0.005597412
1968.01,-0.006030270,0.011735278
1968.02,-0.045360556,-0.000605378
1968.03,-0.018453124,-0.011842655
1968.04,0.073500009,0.009422706
1968.05,0.022615822,-0.015421449
1968.06,0.023485029,0.010366889
1968.07,-0.005233252,0.015699573
1968.08,-0.022130044,0.007822172
1968.09,0.032139197,-0.001394229
1968.1,0.021363001,-0.010213289
1968.11,0.014992898,-0.007236488
1968.12,0.010010557,-0.022596946
1969.01,-0.042540574,0.001459294
1969.02,-0.007950761,-0.011614977
1969.03,-0.027280997,-0.011224353
1969.04,0.017115932,0.009283188
1969.05,0.032299339,-0.008620720
1969.06,-0.054898094,-0.018309226
1969.07,-0.047253981,-0.010767481
1969.08,-0.008220387,0.002322844
1969.09,0.003578770,-0.030348319
1969.1,0.008032980,0.004812517
1969.11,0.004591006,-0.002269852
1969.12,-0.055310319,-0.034569701
1970.01,-0.008517198,-0.005912534
1970.02,-0.037052780,0.039824486
1970.03,0.014784849,0.012796229
1970.04,-0.035051965,-0.024218192
1970.05,-0.114287492,-0.032015297
1970.06,-0.007835987,0.006193120
1970.07,0.000074208,0.027809298
1970.08,0.032561487,0.001336403
1970.09,0.057791973,0.010911250
1970.1,0.019675802,0.005249325
1970.11,-0.003009711,0.036061994
1970.12,0.066182240,0.033471225
1971.01,0.041097538,0.016395803
1971.02,0.038891485,0.012307195
1971.03,0.025739046,0.033504695
1971.04,0.034150459,-0.007504082
1971.05,-0.015989233,-0.040979997
1971.06,-0.023232508,-0.011509160
1971.07,-0.007078033,-0.012164614
1971.08,-0.017587754,0.014021228
1971.09,0.024861168,0.038103309
1971.1,-0.021041820,0.018336761
1971.11,-0.043720946,0.013970884
1971.12,0.066415276,-0.008984954
1972.01,0.044225404,0.003446248
1972.02,0.015925957,-0.009525161
1972.03,0.023717400,0.003380865
1972.04,0.010149008,-0.006218573
1972.05,-0.010144080,0.007181561
1972.06,0.002750483,0.004179161
1972.07,-0.009785242,0.000294093
1972.08,0.035368405,-0.004674255
1972.09,-0.014448653,-0.021903288
1972.1,-0.000555898,0.005791595
1972.11,0.050077364,0.017728734
1972.12,0.020724690,-0.002990980
1973.01,0.007527694,-0.004351162
1973.02,-0.040007044,-0.014606468
1973.03,-0.022562267,-0.008768352
1973.04,-0.023089113,0.001548765
1973.05,-0.032343192,-0.014154626
1973.06,-0.026537315,-0.004677056
1973.07,0.009830987,-0.012802017
1973.08,-0.033789602,-0.030497361
1973.09,0.017709719,0.025925163
1973.1,0.033238454,0.018501659
1973.11,-0.074589042,0.003389900
1973.12,-0.074074675,-0.001638720
1974.01,0.008292074,-0.020709230
1974.02,-0.037109006,-0.004843674
1974.03,0.032637476,-0.024278555
1974.04,-0.052115333,-0.019029823
1974.05,-0.039050587,-0.010974124
1974.06,-0.003609835,0.000866587
1974.07,-0.120619239,-0.020310042
1974.08,-0.049164712,-0.021065516
1974.09,-0.110773745,-0.005237154
1974.1,0.013756050,0.006360490
1974.11,0.029380626,0.013884915
1974.12,-0.068152067,0.016014424
1975.01,0.082186429,-0.002538772
1975.02,0.099659428,0.006240581
1975.03,0.045776804,-0.021069502
1975.04,0.011046565,-0.031052821
1975.05,0.061121765,0.012697723
1975.06,0.021279769,0.012846182
1975.07,-0.006797948,-0.018068218
1975.08,-0.071675295,-0.017923589
1975.09,-0.013974470,-0.000533585
1975.1,0.043966687,0.021104769
1975.11,0.013026701,0.005591171
1975.12,-0.015366693,0.006483704
1976.01,0.093485721,0.022785501
1976.02,0.038050257,-0.000591671
1976.03,0.006223571,0.008830534
1976.04,0.007369546,0.014648011
1976.05,-0.010866296,-0.023984964
1976.06,0.003695675,0.004001333
1976.07,0.021284021,0.003315219
1976.08,-0.010779519,0.005382387
1976.09,0.020846078,0.015453294
1976.1,-0.036050059,0.013660718
1976.11,-0.005329842,0.012880072
1976.12,0.034353225,0.032656580
1977.01,-0.010436191,-0.023347720
1977.02,-0.033560776,-0.016703005
1977.03,-0.007222606,-0.005468049
1977.04,-0.020124022,0.004097520
1977.05,-0.004285882,-0.005126531
1977.06,0.002396104,0.012189518
1977.07,0.007882260,-0.002380420
1977.08,-0.023947569,-0.002071621
1977.09,-0.014932729,0.007093479
1977.1,-0.025105071,-0.009663910
1977.11,0.004967468,-0.002763974
1977.12,-0.003969500,-0.004515477
1978.01,-0.040048351,-0.018389846
1978.02,-0.015977642,-0.004513224
1978.03,-0.005210472,-0.001924075
1978.04,0.040131408,-0.008584226
1978.05,0.045261498,-0.015905929
1978.06,-0.004041917,-0.011140125
1978.07,-0.008197467,-0.012484978
1978.08,0.068434172,0.017987707
1978.09,-0.003522763,-0.001228959
1978.1,-0.036415626,-0.016477455
1978.11,-0.058571783,-0.008448996
1978.12,0.014726366,-0.010147612
1979.01,0.032737882,-0.007155992
1979.02,-0.021988797,-0.004081886
1979.03,0.013184561,-0.003810567
1979.04,0.012740536,-0.007670271
1979.05,-0.031241766,-0.009509562
1979.06,0.012882431,0.018647317
1979.07,0.003154975,-0.006194815
1979.08,0.040228184,-0.007276833
1979.09,0.004558951,-0.022433237
1979.1,-0.041200878,-0.059901873
1979.11,-0.012380405,-0.021901700
1979.12,0.033187480,0.014238394
1980.01,0.018555558,-0.030142848
1980.02,0.029441014,-0.095388610
1980.03,-0.101408907,-0.023593799
1980.04,-0.022565764,0.074175498
1980.05,0.040126282,0.079245344
1980.06,0.057033005,0.022564600
1980.07,0.049726098,-0.021038617
1980.08,0.027621446,-0.049331917
1980.09,0.019817420,-0.023141741
1980.1,0.023519651,-0.013819992
1980.11,0.037601052,-0.050395104
1980.12,-0.021584147,-0.007667770
1981.01,-0.007922138,0.017709198
1981.02,-0.040601504,-0.033726960
1981.03,0.034398243,0.007983798
1981.04,0.006139594,-0.025982268
1981.05,-0.023819179,-0.018678303
1981.06,-0.000306863,0.036892858
1981.07,-0.030832430,-0.042189756
1981.08,0.000408578,-0.029559765
1981.09,-0.091854131,-0.016462876
1981.1,0.015119933,0.019279061
1981.11,0.027163565,0.105420276
1981.12,0.008589344,-0.009846686
1982.01,-0.051049567,-0.037114981
1982.02,-0.022228268,0.017336259
1982.03,-0.026394399,0.043767730
1982.04,0.050270116,0.006751293
1982.05,-0.003730319,0.015491440
1982.06,-0.064404072,-0.036656294
1982.07,-0.002692167,0.025379675
1982.08,0.005886574,0.058805919
1982.09,0.118683830,0.049811695
1982.1,0.085492209,0.093360845
1982.11,0.047136007,0.033278030
1982.12,0.017712946,0.013542213
1983.01,0.037140214,0.011635642
1983.02,0.020264633,-0.008134489
1983.03,0.038663715,0.021835702
1983.04,0.034581953,0.008337690
1983.05,0.037929402,0.003793795
1983.06,0.014472158,-0.022781517
1983.07,0.003058948,-0.026298376
1983.08,-0.026983847,-0.020801865
1983.09,0.028018770,0.016532516
1983.1,0.003504632,0.013170172
1983.11,-0.013353080,-0.001144622
1983.12,-0.002252059,0.000601166
1984.01,0.009793526,0.013233417
1984.02,-0.055740039,-0.005051580
1984.03,0.002481528,-0.019455198
1984.04,0.000220575,-0.012031862
1984.05,-0.005396911,-0.034948594
1984.06,-0.021299539,0.000116125
1984.07,-0.012879379,0.018333205
1984.08,0.087898259,0.043092896
1984.09,0.009252549,0.017062814
1984.1,-0.006936261,0.028182197
1984.11,0.012884304,0.044848793
1984.12,-0.007050511,0.013772115
1985.01,0.045012805,0.014771187
1985.02,0.052904584,-0.002909944
1985.03,-0.008504713,-0.014482141
1985.04,0.005534254,0.030485537
1985.05,0.023538754,0.040771492
1985.06,0.022263541,0.049119993
1985.07,0.020589904,-0.002679495
1985.08,-0.020256377,0.005488234
1985.09,-0.021553100,0.003349417
1985.1,0.011229772,0.012977085
1985.11,0.061285077,0.034809148
1985.12,0.050063503,0.038949365
1986.01,0.004775519,0.009490299
1986.02,0.059889630,0.042993174
1986.03,0.066722698,0.075616888
1986.04,0.029315955,0.042202062
1986.05,0.002159241,-0.024971284
1986.06,0.025690532,-0.005257004
1986.07,-0.018024416,0.041711370
1986.08,0.020958809,0.013439624
1986.09,-0.028973447,-0.018089797
1986.1,-0.001798706,0.006695281
1986.11,0.034397541,0.017972665
1986.12,0.016174615,0.015063986
1987.01,0.060025320,0.001712501
1987.02,0.060809218,-0.009660510
1987.03,0.039114494,0.001554416
1987.04,-0.013825374,-0.051587151
1987.05,-0.001797274,-0.035997258
1987.06,0.041318904,0.017675630
1987.07,0.028515330,0.001004263
1987.08,0.058969334,-0.018628538
1987.09,-0.035351795,-0.040167777
1987.1,-0.120819297,-0.001158044
1987.11,-0.123779221,0.050473504
1987.12,-0.013329932,-0.001128101
1988.01,0.039778496,0.026062824
1988.02,0.030628844,0.035678272
1988.03,0.027905033,-0.008189954
1988.04,-0.013909549,-0.021245957
1988.05,-0.025182912,-0.020202571
1988.06,0.055520787,0.014421784
1988.07,-0.007252160,-0.005917869
1988.08,-0.021290689,-0.009574725
1988.09,0.012489267,0.019204971
1988.1,0.034589764,0.015971753
1988.11,-0.020989923,-0.003984259
1988.12,0.021594946,-0.003960317
1989.01,0.030016954,0.003896921
1989.02,0.028775227,-0.001744632
1989.03,-0.007299029,-0.010302272
1989.04,0.028939235,0.012865145
1989.05,0.035295269,0.022900616
1989.06,0.031473602,0.043997165
1989.07,0.025536335,0.022174014
1989.08,0.045258031,-0.001041386
1989.09,0.001384724,-0.001866042
1989.1,-0.001912258,0.014246943
1989.11,-0.020444840,0.013870594
1989.12,0.025771047,0.007022140
1990.01,-0.032071776,-0.028528182
1990.02,-0.029818919,-0.015200929
1990.03,0.021507994,-0.006367329
1990.04,0.000433915,-0.007590215
1990.05,0.036126517,0.006964890
1990.06,0.026165240,0.020506335
1990.07,-0.002128264,0.003872056
1990.08,-0.087000999,-0.020476112
1990.09,-0.051328466,-0.010187025
1990.1,-0.028986030,0.012562897
1990.11,0.027552538,0.027124919
1990.12,0.045886327,0.028094419
1991.01,-0.012750316,0.000073381
1991.02,0.114413550,0.021724537
1991.03,0.028918858,-0.012599496
1991.04,0.021080051,0.010035363
1991.05,-0.004731175,0.001693326
1991.06,0.000520925,-0.010366995
1991.07,0.006334494,0.006095630
1991.08,0.023792114,0.029252916
1991.09,-0.007381706,0.019444138
1991.1,0.000352474,0.013264105
1991.11,-0.002750977,0.011037578
1991.12,0.008613693,0.028891454
1992.01,0.072034040,0.008721141
1992.02,-0.009586306,-0.019484518
1992.03,-0.015089993,-0.012806687
1992.04,0.001205554,0.009026846
1992.05,0.019222254,0.011096853
1992.06,-0.016810159,0.011708353
1992.07,0.016950019,0.034019854
1992.08,0.006556256,0.020959197
1992.09,0.000946932,0.015056562
1992.1,-0.015307609,-0.010504173
1992.11,0.026121064,-0.015991193
1992.12,0.033441095,0.013647418
1993.01,-0.003482483,0.012991815
1993.02,0.013694540,0.026970523
1993.03,0.017951029,0.022551472
1993.04,-0.016155503,0.002936676
1993.05,0.005852745,-0.001624488
1993.06,0.007257286,0.009612026
1993.07,0.000610037,0.016253188
1993.08,0.014813540,0.011877867
1993.09,0.011454164,0.027178387
1993.1,0.008253490,0.002627601
1993.11,-0.000606885,-0.025691340
1993.12,0.008875399,0.000997704
1994.01,0.014583052,0.003564017
1994.02,-0.004155126,-0.015011795
1994.03,-0.017578932,-0.035552119
1994.04,-0.034767452,-0.030928020
1994.05,0.009905359,-0.009730327
1994.06,0.007673092,0.008249046
1994.07,-0.007864702,-0.010841283
1994.08,0.026675340,0.006251426
1994.09,0.005478969,-0.012003924
1994.1,-0.005089354,-0.013786809
1994.11,-0.005014938,-0.009928547
1994.12,-0.010243812,0.016964393
1995.01,0.020423699,0.004550982
1995.02,0.034062941,0.024064533
1995.03,0.022192984,0.021936585
1995.04,0.028770393,0.012619471
1995.05,0.031450905,0.035028985
1995.06,0.029762942,0.037536850
1995.07,0.035487160,-0.002962425
1995.08,0.002512167,-0.012683635
1995.09,0.035156032,0.024839401
1995.1,0.005852944,0.013773107
1995.11,0.024260263,0.013925211
1995.12,0.034574726,0.022235574
1996.01,-0.004198769,0.003422397
1996.02,0.055639438,-0.010534849
1996.03,-0.007121561,-0.034052069
1996.04,-0.001868641,-0.016067967
1996.05,0.021594710,-0.013071070
1996.06,0.012146751,-0.007196297
1996.07,-0.036593867,0.006701728
1996.08,0.028808470,0.020450619
1996.09,0.017020874,-0.011269487
1996.1,0.037916148,0.024303297
1996.11,0.048543191,0.027893040
1996.12,0.011991337,-0.002194112
1997.01,0.029336307,-0.018199990
1997.02,0.040347966,0.014011007
1997.03,-0.008715712,-0.016646803
1997.04,-0.035254892,-0.010003377
1997.05,0.092864139,0.019387958
1997.06,0.052057334,0.020374153
1997.07,0.056047049,0.024075906
1997.08,0.001610819,-0.002569645
1997.09,0.009414195,0.009390476
1997.1,0.013942813,0.016064251
1997.11,-0.010903409,0.016905275
1997.12,0.027623797,0.011419575
1998.01,0.000514368,0.023503096
1998.02,0.062054274,0.000477443
1998.03,0.051184140,-0.003268369
1998.04,0.032156222,0.003610317
1998.05,-0.004049761,0.002092097
1998.06,-0.000056343,0.014907257
1998.07,0.043401431,0.006406216
1998.08,-0.070843945,0.012532475
1998.09,-0.050142721,0.044905546
1998.1,0.010440233,0.023839389
1998.11,0.109745182,-0.019826631
1998.12,0.041677435,0.018924901
1999.01,0.047925232,-0.004090469
1999.02,-0.001876541,-0.019117991
1999.03,0.026121758,-0.016589158
1999.04,0.034973144,0.000949841
1999.05,-0.000988318,-0.023103374
1999.06,-0.006117671,-0.022361451
1999.07,0.042092807,0.010161917
1999.08,-0.040043470,-0.008774148
1999.09,-0.010712457,0.001651975
1999.1,-0.014484555,-0.010938740
1999.11,0.070424165,0.010451146
1999.12,0.028088306,-0.013393390
2000.01,-0.004146532,-0.025189153
2000.02,-0.030522758,0.009772500
2000.03,0.030911080,0.016226797
2000.04,0.013653411,0.024769993
2000.05,-0.029522154,-0.029059313
2000.06,0.026248068,0.025237964
2000.07,0.006162291,0.006469935
2000.08,0.009390511,0.021580323
2000.09,-0.015928424,0.001898434
2000.1,-0.053778046,0.007621933
2000.11,-0.008297183,0.005716325
2000.12,-0.032646719,0.042426937
2001.01,-0.001766854,0.004217643
2001.02,-0.025265528,0.004944872
2001.03,-0.092869418,0.018408551
2001.04,0.000505611,-0.019212485
2001.05,0.063975147,-0.019323269
2001.06,-0.025537770,0.011262229
